Register Number,Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Device used for studing,Library Usage,Sleep hours,Classroom engagement level,Peer interaction level
REG02887,Female,4.2,75.5,65.11,64.58,62.4,63.51,67.84,64.64,64.37,66.36,64.85,1,yes,yes,Text books,yes,<2 hrs,Medium,Medium
REG02888,Male,3.6,83,62.63,66.25,63.09,64.87,65.12,63.76,63.08,60.66,63.68,5,yes,no,Laptops,yes,6-8 hrs,Medium,Medium
REG02889,Female,5.4,77.6,50.91,49.18,50.9,47.02,45.29,41.57,39.94,37.85,45.33,9,yes,no,Laptops,no,6-8 hrs,Medium,Medium
REG02890,Female,3,77.1,76.1,73.68,71.93,70.96,64.75,66.02,67.41,64.16,69.38,7,yes,no,Laptops,no,4-6 hrs,Medium,Medium
REG02891,Male,2.2,85.5,54.65,60.48,57.28,56.77,60.1,60.33,56.72,58.26,58.07,8,yes,no,"Laptops, Text books",yes,6-8 hrs,High,Medium
REG02892,Female,4.7,69.2,61.17,64.28,59.77,60.72,59.85,63.49,62.16,63.43,61.86,3,yes,yes,Text books,yes,6-8 hrs,Medium,High
REG02893,Female,5.3,70.4,58.73,65.47,65.49,67.85,68.07,70.84,75.4,73.59,68.18,2,yes,yes,Text books,no,4-6 hrs,Low,Medium
REG02894,Female,2.1,82.2,75.25,72.33,81.03,80.99,82.29,82.98,85.35,86.84,80.88,3,yes,no,Text books,yes,6-8 hrs,Medium,Medium
REG02895,Male,6.4,81.8,77.82,75.51,78.13,73.99,79.91,76.13,79.52,75.63,77.08,2,yes,no,Mobile,yes,6-8 hrs,Low,Low
REG02896,Female,1,84.7,60.78,58.46,61.51,60.08,64.23,67.34,66.31,64.35,62.88,3,yes,yes,Mobile,no,4-6 hrs,Medium,Low
REG02897,Female,3.3,97,51.46,52.95,55.86,50.93,53.74,54.48,58.47,59.69,54.7,8,yes,no,Text books,no,4-6 hrs,Medium,Medium
REG02898,Male,4,82.8,69.25,68.98,63.53,60.96,62.13,55.86,59.6,56.43,62.09,6,yes,yes,"Laptops, Mobile",no,6-8 hrs,Medium,Medium
REG02899,Male,3.2,86.8,72.4,75.68,73.4,76.19,72.76,75.74,74.37,75.58,74.52,4,yes,no,"Laptops, Text books",no,2-4 hrs,Medium,Medium
REG02900,Male,3.4,74.2,78.08,80.66,75.53,76.35,78.43,81.03,78.74,80.1,78.61,2,yes,yes,"Laptops, Text books",yes,4-6 hrs,High,High
REG02901,Male,8.2,88.1,52.96,48.25,45.21,40.76,41.06,38.14,37.24,39.12,42.84,6,yes,yes,Laptops,yes,6-8 hrs,Medium,Medium
REG02902,Female,2.8,77.8,62.99,61.78,59.23,56.79,60.63,63.46,59.07,64.48,61.05,0,yes,yes,Mobile,yes,4-6 hrs,Low,Medium
REG02903,Male,9.4,82.6,67.39,67.32,64.61,65.47,67.94,67.57,64.75,70.62,66.96,6,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG02904,Male,5.4,81.1,80.33,80.51,81.6,78.01,80.21,79.91,79.73,77.82,79.77,5,no,no,"Laptops, Text books",no,2-4 hrs,Medium,Medium
REG02905,Female,4.7,90.3,66.31,66.87,62.63,65.46,65.59,65.67,63.24,65.15,65.11,2,yes,yes,Laptops,no,2-4 hrs,High,High
REG02906,Male,5.5,71.5,79.31,78.72,77.52,74,76.7,69.35,70.94,67.92,74.31,1,yes,no,"Mobile, Text books",yes,6-8 hrs,Low,Medium
REG02907,Other,9.6,63.7,69.22,62.61,66.37,70.12,66.25,69.86,68.81,71.03,68.03,5,yes,yes,Text books,yes,4-6 hrs,Low,Medium
REG02908,Male,2.5,80.3,61.52,58.64,54.47,56.02,59.87,58.98,61.57,59.15,58.78,4,yes,yes,Laptops,yes,6-8 hrs,High,Medium
REG02909,Male,2.3,85.7,72.21,70.34,72.14,71.86,70.35,69.54,66.59,69.22,70.28,5,yes,no,"Laptops, Mobile, Text books",yes,4-6 hrs,Medium,Low
REG02910,Male,3,83.2,57.74,57.74,60.38,58.79,63.34,66.47,65.5,70.1,62.51,2,yes,yes,Mobile,yes,4-6 hrs,Medium,High
REG02911,Male,4.6,91.9,56.31,51.15,52.06,50.42,49.74,56.21,50.44,51.21,52.19,4,yes,yes,Mobile,yes,4-6 hrs,Medium,High
REG02912,Male,1,85.5,62.65,64.52,64.5,68.57,67.55,70.42,73.98,77.23,68.68,5,yes,no,"Laptops, Text books",yes,4-6 hrs,High,High
REG02913,Female,4.5,77.5,55.62,49.66,50.71,48.6,49.53,48.51,43.99,41.27,48.49,5,yes,yes,Mobile,no,6-8 hrs,Medium,Medium
REG02914,Other,7.9,63.4,53.48,55.6,49.71,48.73,45.44,45.48,43.55,42.6,48.07,5,yes,yes,Laptops,yes,2-4 hrs,Medium,Medium
REG02915,Male,4.8,80.1,81.3,75.46,76.22,72.18,68.95,68.08,66.41,65.67,71.78,2,yes,no,"Laptops, Text books",no,4-6 hrs,High,Medium
REG02916,Female,3.9,90.2,55.51,49.94,50.85,49.74,47.88,47.1,44.1,41.07,48.27,7,yes,no,Mobile,yes,>8 hrs,High,Low
REG02917,Female,3.3,78.9,72.41,67.99,68.65,67.82,71.76,71.58,69.79,74.82,70.6,4,yes,yes,"Mobile, Text books",yes,4-6 hrs,High,High
REG02918,Female,6.3,82.2,67.98,69.36,73.74,73.45,78.64,78.46,82.41,83.68,75.96,3,yes,no,"Laptops, Text books",no,6-8 hrs,Medium,Low
REG02919,Male,2.8,85.4,71.58,73.46,73.05,75.66,78.81,80.98,82.35,86.13,77.75,1,yes,no,"Mobile, Text books",yes,6-8 hrs,Low,Medium
REG02920,Male,8.2,73.9,68.14,66.71,67.33,63.71,66.36,64.31,65.95,63.65,65.77,6,yes,yes,Text books,no,<2 hrs,Low,Medium
REG02921,Male,8.4,87,50.39,52.38,52.09,57.15,63.72,56.39,58.94,65.51,57.07,5,yes,no,Mobile,yes,2-4 hrs,Medium,Medium
REG02922,Female,5,95.1,58.82,56.08,52.32,53.06,50.37,48.77,46.54,42.4,51.04,7,no,no,Laptops,no,4-6 hrs,Medium,Low
REG02923,Female,4.5,80.6,56.1,58.07,59.69,60.83,60.38,60.91,57.91,54.14,58.5,2,yes,yes,"Laptops, Mobile",no,4-6 hrs,Low,Medium
REG02924,Male,6.6,73,56.17,52.36,56.27,59.61,57.91,59.25,56.42,56.9,56.86,7,yes,no,Text books,no,6-8 hrs,High,Medium
REG02925,Male,6.7,81.5,74.9,75.69,76.23,74.09,74.98,78.4,78.12,74.13,75.82,2,yes,yes,Text books,no,6-8 hrs,High,Low
REG02926,Female,2.9,64.2,61.43,60.22,60.91,57.82,62.13,59.49,58.75,55.38,59.52,4,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG02927,Female,3.4,84.7,65.35,65.22,68.1,71.05,67.24,73.08,71.69,78.22,69.99,4,yes,no,Mobile,yes,6-8 hrs,Low,Medium
REG02928,Other,1.9,85.6,61.11,61.74,61.51,59.57,55.7,62.24,60.94,64.35,60.9,0,yes,no,Text books,yes,6-8 hrs,Medium,High
REG02929,Female,5.3,95.4,66.18,63.88,65.78,60.28,64.34,55.58,57.16,50.63,60.48,4,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG02930,Male,5.8,80.4,79.71,78.64,80.58,78.36,75.97,79.06,80.82,80.2,79.17,2,yes,no,"Laptops, Mobile",yes,2-4 hrs,Medium,High
REG02931,Female,1.8,85.3,62.4,63.25,58.65,56.2,55.51,51.89,54.59,44.45,55.87,7,yes,no,"Laptops, Mobile, Text books",no,4-6 hrs,Medium,Medium
REG02932,Female,3.6,75.1,51.89,47.49,47.91,50.75,47.06,50.39,54.41,50.83,50.09,5,yes,no,Laptops,yes,4-6 hrs,High,Low
REG02933,Male,1.8,79.1,59.56,62.35,67.56,64.96,64.27,62.08,59.99,61.88,62.83,2,yes,yes,Mobile,yes,6-8 hrs,High,Medium
REG02934,Female,2.7,69.8,50.87,52.75,54.65,56.3,58.75,61.83,62.69,64.27,57.76,3,yes,yes,Text books,yes,4-6 hrs,High,Medium
REG02935,Female,5.6,80.4,70.57,71.05,76.21,77.49,77.8,82.34,87.95,88.01,78.93,0,yes,yes,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG02936,Male,3,79.6,69.76,75.49,71.48,73.14,72.32,72.17,73.08,74.6,72.76,7,yes,no,"Mobile, Text books",yes,6-8 hrs,High,Medium
REG02937,Female,3.9,84.4,64.28,60.39,60.13,62.32,59.01,60.72,61.67,59.82,61.04,0,no,yes,"Mobile, Text books",no,2-4 hrs,Medium,Medium
REG02938,Female,1.2,77,65.9,65.28,63.09,66.69,59.5,60.01,57.55,53.32,61.42,2,no,yes,"Laptops, Text books",yes,2-4 hrs,Low,Medium
REG02939,Female,4.9,82.7,76.42,83.18,79.02,78.82,80.98,76.83,80.46,76.61,79.04,4,yes,yes,"Laptops, Text books",yes,4-6 hrs,Medium,Low
REG02940,Male,4.4,79.3,75.9,67.79,68.44,68.84,64.65,61.39,56.01,60.95,65.5,6,yes,yes,Text books,no,6-8 hrs,Medium,Medium
REG02941,Male,3,79.3,57.13,61.37,56.42,55.34,56.85,55.68,59.72,58.43,57.62,8,yes,no,"Laptops, Mobile",no,2-4 hrs,Low,Medium
REG02942,Female,4.1,82.6,77.15,80.8,78.23,77.3,71.71,72.38,62.76,66.95,73.41,2,yes,yes,"Laptops, Text books",yes,4-6 hrs,Medium,Medium
REG02943,Male,4.9,82.3,78.44,79.66,75.04,76.56,69.82,65.85,66.19,66.83,72.3,4,yes,yes,"Laptops, Mobile",no,4-6 hrs,Medium,Low
REG02944,Female,2.9,88.1,57.85,56.98,55.87,51.08,51.33,49.81,44.72,44.71,51.54,4,yes,yes,"Laptops, Mobile",no,4-6 hrs,Medium,High
REG02945,Female,1.5,81,74.29,72.45,75.05,75.73,77.63,74.77,76.92,75.09,75.24,0,yes,yes,"Laptops, Mobile",yes,2-4 hrs,Medium,Medium
REG02946,Male,8.1,79.2,81.45,84.08,83.89,85.39,83.22,90.04,91.18,91.93,86.4,0,no,no,"Laptops, Mobile",no,6-8 hrs,High,Medium
REG02947,Female,3.2,80.6,51.3,49.77,49.83,48.58,43.93,43.42,41.09,40.99,46.11,2,yes,yes,Laptops,yes,6-8 hrs,Medium,Medium
REG02948,Female,4.3,76.3,72.96,68.96,65.93,66.2,71.64,70.82,65.64,71.32,69.18,4,yes,yes,"Laptops, Text books",no,4-6 hrs,High,Low
REG02949,Male,6.5,79.1,76.86,76.29,76.1,72.46,76.13,77.82,74.62,76.16,75.81,2,yes,yes,Laptops,no,6-8 hrs,Medium,Low
REG02950,Female,10,98.2,56.79,53.98,55.28,55.89,60.49,56.59,57.78,57.35,56.77,4,yes,no,Text books,no,>8 hrs,High,High
REG02951,Female,2,74.7,67.63,60.58,58.23,53.99,55.04,53.68,49.2,48.78,55.89,6,no,yes,Laptops,no,2-4 hrs,High,Low
REG02952,Female,5.4,79.8,79.13,77.81,75.28,73.56,73.03,65.5,68.2,62.71,71.9,3,yes,yes,Mobile,yes,2-4 hrs,Medium,High
REG02953,Female,3.1,78.9,51.38,53.43,51.29,50.82,47.46,46.95,44.23,43.25,48.6,7,yes,no,Laptops,yes,>8 hrs,Medium,High
REG02954,Male,3.4,80,55.44,54.55,52.59,53.14,55.4,49.91,51.09,53.04,53.14,8,yes,yes,"Mobile, Text books",no,4-6 hrs,Medium,Medium
REG02955,Female,3.1,79.4,74.9,78.19,81.33,81.79,82.04,90.04,93.14,94.41,84.48,0,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG02956,Female,2.2,84.2,54.3,53.33,53.7,54.44,59.69,59.83,59.7,54.98,56.25,1,yes,yes,"Laptops, Mobile",no,6-8 hrs,Medium,Medium
REG02957,Female,4.4,68.3,66.25,63.45,61.48,56.88,57.56,60.32,54.94,51.4,59.04,3,yes,yes,Text books,yes,6-8 hrs,Medium,Medium
REG02958,Female,1.6,90.3,76.14,72.57,65.31,64.46,65.75,62.03,63.97,57.06,65.91,3,yes,yes,"Mobile, Text books",yes,6-8 hrs,High,High
REG02959,Male,6.4,87.1,58.63,57.27,57.37,53.96,53.55,51.09,52.24,47.3,53.93,5,yes,yes,Laptops,yes,6-8 hrs,Medium,Medium
REG02960,Female,4.6,72.1,53.67,52.08,56.1,59.3,61.84,64.26,62.24,66.55,59.5,6,yes,yes,"Laptops, Mobile",no,4-6 hrs,Medium,Medium
REG02961,Male,5.3,63.8,60.59,59.43,62.22,54.65,59.51,61.56,61.67,65.61,60.66,1,yes,no,"Laptops, Text books",no,6-8 hrs,High,Medium
REG02962,Male,3.6,74.2,59.39,56.48,59.42,60.29,62.17,62.99,56.97,59.12,59.6,2,yes,yes,Mobile,yes,6-8 hrs,High,Low
REG02963,Male,3.8,80.1,49.35,51.44,52.55,52.83,50.97,52.22,54.87,54.9,52.39,7,yes,no,Mobile,yes,4-6 hrs,Medium,High
REG02964,Other,5.1,100,64.99,61.98,58.84,60.4,54.86,49.75,51.71,46.72,56.16,5,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Low
REG02965,Female,2.2,86.3,70.09,78.81,75.84,78.04,82.9,84.93,85.08,89.85,80.69,2,yes,no,"Laptops, Mobile, Text books",no,6-8 hrs,Medium,Medium
REG02966,Female,3.8,67.5,68.86,74.76,70.83,75.84,73.88,73.38,75.35,70.48,72.92,3,yes,yes,Laptops,yes,6-8 hrs,Medium,Medium
REG02967,Female,2.8,76.5,79.87,77.59,70.55,70.69,71.39,69.01,67,66.01,71.51,3,yes,yes,"Laptops, Mobile",yes,4-6 hrs,Low,High
REG02968,Female,2.7,81.6,63.19,61.78,61.77,61.1,60.15,62.36,59.7,61.59,61.46,3,yes,no,Laptops,yes,6-8 hrs,High,High
REG02969,Female,0.5,84,83.45,84.09,78.9,80.58,81.57,80.46,79.83,79.99,81.11,0,yes,yes,Text books,yes,6-8 hrs,Medium,Low
REG02970,Female,7.2,71.5,65.12,62.99,58.46,60.66,64.49,61.21,56.85,61.24,61.38,2,yes,no,Mobile,no,>8 hrs,Medium,High
REG02971,Male,3.1,80.9,50.85,52.27,54.29,51.61,50.38,50.66,53.19,52.15,51.92,9,yes,yes,Text books,no,>8 hrs,Medium,Low
REG02972,Male,6.8,76.3,76.9,75.82,76.88,79.13,77.73,76.79,79.2,78.99,77.68,6,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,High,Medium
REG02973,Female,6.6,73.2,77.47,78.48,78.6,73.88,74.82,73.73,75.15,75.75,75.98,4,yes,yes,Text books,yes,4-6 hrs,Low,Medium
REG02974,Female,1.9,84.1,60.25,61.14,62.74,65.49,58.32,64.28,61.32,61.58,61.89,3,yes,no,Laptops,yes,6-8 hrs,Medium,Medium
REG02975,Male,2.3,88.2,67.29,67.4,70.54,71.07,67.17,67.12,70.07,67.62,68.54,5,yes,yes,Text books,yes,4-6 hrs,High,Medium
REG02976,Male,9.6,88.7,79.93,76.44,72.95,72.07,69.95,64.46,65.72,64.98,70.81,0,yes,yes,Text books,no,4-6 hrs,Low,High
REG02977,Female,8,86.6,56.8,51.4,53.9,49.91,50.2,45.71,45.78,40.96,49.33,7,no,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG02978,Male,4.4,78,52.19,47.07,47.55,43.28,42.97,40.82,39.69,37.35,43.86,5,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,High
REG02979,Female,5,87.7,65.6,67.7,70.18,70.02,71.21,75.34,72.12,74.68,70.86,3,yes,yes,Mobile,yes,2-4 hrs,High,Medium
REG02980,Other,3.2,84.5,64.82,68.37,64.23,66.45,65.87,65.14,65.06,70.91,66.36,4,yes,yes,Mobile,yes,>8 hrs,Medium,High
REG02981,Male,5.4,83.1,55.69,51.52,51.32,54.78,51.29,50.91,53.9,53.63,52.88,4,yes,yes,Laptops,yes,2-4 hrs,High,Low
REG02982,Male,3.1,77.1,67.41,70.17,72.3,69.35,67.59,68.62,67.21,62.77,68.18,5,yes,yes,Text books,yes,4-6 hrs,Low,Medium
REG02983,Female,0.5,78,55.88,55.47,55.47,52.37,55.48,58.62,58.85,59.17,56.41,8,yes,yes,"Laptops, Text books",no,6-8 hrs,Medium,High
REG02984,Female,1.9,82.6,68.8,65.45,67.78,63.7,67.43,67.65,65.6,74.55,67.62,5,yes,no,Mobile,yes,<2 hrs,Medium,High
REG02985,Female,4.5,100,75.89,78.93,80.62,85.53,85.98,90.1,91.69,95.96,85.59,2,yes,yes,Text books,yes,6-8 hrs,Low,Medium
REG02986,Other,2.2,84.4,53.51,54.99,55.53,58.2,61.78,61.65,62.01,64.43,59.01,2,yes,yes,"Laptops, Text books",yes,4-6 hrs,High,Low
REG02987,Male,4.4,77.1,54.36,57.5,54.9,52.5,59.06,52.53,54.84,52.75,54.8,5,yes,yes,Laptops,yes,2-4 hrs,High,Medium
REG02988,Female,2.4,75.3,66.19,66.36,63.29,72.41,75.18,77.53,74.3,75.02,71.28,2,yes,yes,"Laptops, Text books",no,6-8 hrs,Low,Medium
REG02989,Female,2.9,78.1,81.08,82.11,81.85,83.12,84.07,87.37,91.32,95.3,85.78,3,yes,yes,Laptops,no,4-6 hrs,Medium,High
REG02990,Female,6.2,99.4,78.28,78.48,77.89,77.69,76.41,79.58,81.1,77.61,78.38,1,yes,yes,"Mobile, Text books",no,4-6 hrs,Low,High
REG02991,Male,5,78.8,53.9,50.1,50.83,48.27,46.6,44.05,40.24,37.32,46.41,4,yes,yes,Text books,yes,4-6 hrs,Low,Medium
REG02992,Female,4.5,89.3,76.29,77.27,74.42,75.19,73.64,74.19,74.48,73.37,74.86,3,yes,yes,"Laptops, Text books",no,6-8 hrs,Medium,Low
REG02993,Female,6.3,79,77.19,76.78,77.25,74.5,73.03,68.11,69.17,63.13,72.4,4,yes,yes,Text books,yes,6-8 hrs,High,High
REG02994,Male,5.5,84.1,55.25,48.44,55.48,56.35,53.13,54.44,52.07,54.47,53.7,5,yes,no,Laptops,no,>8 hrs,Medium,Medium
REG02995,Male,7.4,88.3,63.41,64.39,62.47,61.74,61.89,65.57,63.67,61.73,63.11,5,yes,yes,"Laptops, Mobile",no,6-8 hrs,Low,Low
REG02996,Female,3.6,77.4,48.91,53.26,53.9,57.63,58.36,61.43,61.7,67.68,57.86,2,yes,yes,"Mobile, Text books",yes,6-8 hrs,High,Medium
REG02997,Male,3.6,76.9,65.65,64.97,63.73,65.63,64.88,65.36,63.52,65.79,64.94,4,yes,yes,Mobile,yes,6-8 hrs,High,Low
REG02998,Male,1.9,95.3,66.29,64.63,70.59,70.07,73.91,72.66,72.26,74.9,70.66,0,yes,yes,"Laptops, Mobile, Text books",yes,>8 hrs,Medium,Medium
REG02999,Male,3.6,89.9,75.9,75.71,78.7,82.34,83.23,87.64,89.19,90.47,82.9,7,yes,no,Mobile,yes,6-8 hrs,Medium,High
REG03000,Female,6.4,88.3,77.27,70.96,70.17,72.29,69.74,72.41,71.49,70.09,71.8,5,yes,yes,Text books,no,>8 hrs,Medium,Medium
REG03001,Female,7.1,88.3,68.07,68.15,65.29,68.88,68.67,65.86,69.46,66.06,67.55,4,yes,yes,"Mobile, Text books",no,4-6 hrs,Medium,High
REG03002,Female,6.4,85.7,55.77,50.07,48.49,49.46,46.85,44.64,40.65,36.56,46.56,2,yes,yes,Text books,yes,2-4 hrs,High,High
REG03003,Male,0.9,98.1,53.11,53.58,57.49,53.97,53.82,53.95,52.65,53.48,54.01,2,yes,yes,"Laptops, Mobile, Text books",no,6-8 hrs,High,Low
REG03004,Female,6.7,82.4,57.52,54.86,58.58,56.62,58.66,63.16,58.55,59.01,58.37,8,yes,no,"Mobile, Text books",yes,4-6 hrs,High,Medium
REG03005,Female,0.8,86.6,50.94,52.9,55.75,56.23,57.1,54.25,57.07,53.71,54.74,2,yes,no,"Laptops, Mobile",yes,4-6 hrs,Medium,Medium
REG03006,Female,6.3,70.4,51.74,51.86,55.65,55.53,60.77,63.46,63.06,67.65,58.72,6,no,no,Mobile,yes,6-8 hrs,Medium,Low
REG03007,Female,3.8,75.4,79.36,82.82,79.75,77.73,80.64,78.02,78.06,78.17,79.32,6,yes,yes,"Laptops, Mobile",yes,4-6 hrs,Medium,Low
REG03008,Male,5.9,72.4,54.32,49.6,52.18,49.66,48.88,50.66,56.19,52.39,51.74,5,yes,no,"Laptops, Text books",yes,4-6 hrs,Medium,Low
REG03009,Female,1.8,92.2,74.88,78.57,77.58,80.38,81.93,75.54,78.91,80.36,78.52,0,yes,yes,"Mobile, Text books",no,2-4 hrs,High,Medium
REG03010,Male,6.8,61.6,61.39,62.06,61.03,60.09,54.61,53.99,50.82,52.67,57.08,1,yes,yes,Laptops,no,2-4 hrs,High,Low
REG03011,Female,1.6,78.8,71.74,70.21,74.35,72.04,69.63,67.5,66.95,64.94,69.67,4,yes,no,"Laptops, Mobile",no,4-6 hrs,High,Medium
REG03012,Male,3.2,58.1,69.43,66.61,70.08,70.53,70.85,70.34,72.26,68.3,69.8,1,yes,yes,"Laptops, Text books",no,2-4 hrs,Medium,Low
REG03013,Male,2.5,75.3,52.59,52.05,52.27,49.31,50.3,46.64,52.42,50.07,50.71,5,yes,yes,Mobile,yes,>8 hrs,High,Low
REG03014,Male,1,78.1,77.87,78.33,77.61,78.65,77.26,79.24,76.91,80.45,78.29,0,no,no,"Laptops, Mobile",yes,6-8 hrs,High,High
REG03015,Female,4.7,93.1,61.12,59.42,57.19,57.32,53.26,51.54,50.84,43.53,54.28,3,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,High,Medium
REG03016,Male,8.1,85.2,75.32,74.74,71.94,74.15,69.92,72.85,70.12,72.26,72.66,1,yes,yes,Mobile,yes,4-6 hrs,Low,Medium
REG03017,Female,9.8,75.3,70.71,70.18,70.43,73.12,74.38,78.94,82.24,81.72,75.22,2,yes,no,Text books,no,>8 hrs,High,Low
REG03018,Male,4.7,90.5,68.26,66.45,66.4,69.43,73.88,74.7,73.77,77.91,71.35,1,yes,yes,"Laptops, Text books",no,4-6 hrs,High,Low
REG03019,Male,6.7,82.1,69.51,65.5,64.22,66.38,60.6,58.22,54.63,53.07,61.52,4,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG03020,Female,5,82.3,67.9,64.99,68.46,70.29,64.37,66.55,66.52,68.32,67.18,5,yes,yes,Mobile,yes,2-4 hrs,Medium,Medium
REG03021,Male,5.5,72.4,66.73,63.71,61.61,59.54,55.23,57.35,52.12,54.33,58.83,4,yes,yes,Laptops,no,>8 hrs,Low,Medium
REG03022,Male,3.8,74.1,57.72,57.93,55.39,59.03,57.56,56.81,56.27,57.56,57.28,5,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG03023,Female,4.9,75.4,63.4,66.78,62.88,64.21,66.98,64.38,69.93,67.32,65.74,2,yes,yes,Text books,yes,>8 hrs,Medium,Medium
REG03024,Male,5.6,82.4,57.57,59.18,56.76,56.47,55.07,54.44,53.5,55.32,56.04,1,yes,no,Laptops,no,>8 hrs,Medium,High
REG03025,Male,3.3,82.6,63.85,63.18,61.33,66.3,65.93,65.3,63.36,62.77,64,4,yes,yes,Text books,yes,2-4 hrs,Medium,Medium
REG03026,Male,4.3,94.4,75.39,73.48,74.27,80.06,80.98,81.5,84.29,85.47,79.43,4,yes,no,Laptops,no,6-8 hrs,High,Medium
REG03027,Female,4.4,85.1,74.36,70.34,66.58,63.48,64.65,60.3,58.81,55.39,64.24,0,yes,yes,Text books,no,6-8 hrs,Medium,High
REG03028,Female,6.2,60.3,76.52,80.75,84.49,81.84,90.23,89.88,91.92,92.73,86.04,1,yes,yes,"Mobile, Text books",yes,2-4 hrs,High,Medium
REG03029,Female,2.4,84.1,69.44,68.47,65.74,66.02,65.47,65.04,68.22,70.16,67.32,4,yes,yes,"Mobile, Text books",yes,6-8 hrs,High,Medium
REG03030,Female,4.4,70.4,74.48,77.5,78.25,77.54,84.48,84.19,86.33,87.27,81.26,2,no,yes,Mobile,yes,4-6 hrs,Low,High
REG03031,Male,8.3,74.3,71.14,71.31,69.78,72.83,82.14,79.01,82.2,80.68,76.14,1,yes,yes,Laptops,yes,4-6 hrs,High,Medium
REG03032,Male,6.8,75.5,75.61,77.25,71.13,67.54,65.82,67.34,59.53,62.55,68.35,4,yes,yes,"Laptops, Mobile, Text books",no,6-8 hrs,Low,Medium
REG03033,Female,7.2,76.7,56.53,50.11,48.95,41.21,44.02,41.45,39.98,37.15,44.92,7,yes,yes,"Laptops, Text books",no,6-8 hrs,Medium,Medium
REG03034,Male,4.5,71,63.44,59.21,61.69,63.46,60.07,62.99,66.47,66.31,62.96,2,yes,yes,"Laptops, Text books",yes,4-6 hrs,Medium,Low
REG03035,Male,5.1,83.6,49.6,47.58,49.54,52.52,47.52,49.53,49.59,48.94,49.35,9,yes,no,Mobile,no,4-6 hrs,Medium,Medium
REG03036,Male,6.5,70.7,53.47,46.62,49.07,45.4,47.68,43.2,38.13,35.1,44.83,3,yes,yes,Mobile,no,6-8 hrs,High,High
REG03037,Male,7.6,84.9,72.77,69.36,70.29,67.65,68.37,64.93,58.26,60.1,66.47,5,no,yes,Text books,yes,6-8 hrs,Medium,Medium
REG03038,Other,0.6,99.9,79.2,81.22,78.84,81.92,81.05,81.84,83.66,74.73,80.31,2,yes,yes,Text books,yes,2-4 hrs,Medium,Low
REG03039,Male,1.9,71.4,56.03,52.1,52.27,50.8,47.89,45.72,44.38,39.82,48.63,4,yes,yes,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG03040,Female,7.1,79.7,73.45,71.53,71.62,72.01,77.02,71.64,74.59,73.88,73.22,0,yes,yes,"Laptops, Text books",yes,4-6 hrs,Medium,Medium
REG03041,Male,3.9,61.8,79.65,82.22,81.2,86.61,77.66,75.27,82.32,83.61,81.07,4,yes,no,"Laptops, Mobile, Text books",no,4-6 hrs,High,Medium
REG03042,Other,3.2,79.6,61.49,59.02,56.3,58.68,55.22,55.2,51.65,46.8,55.54,3,yes,no,Laptops,yes,6-8 hrs,Medium,Low
REG03043,Male,2,87.1,77.77,74.19,78.46,76.74,76.2,75.06,78.7,80.78,77.24,2,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG03044,Male,3.4,87.8,64.19,68,75.77,75.3,73.45,78.05,77.6,84.38,74.59,3,no,yes,"Laptops, Mobile, Text books",no,4-6 hrs,High,Low
REG03045,Female,1.7,82.6,65.17,63.4,63.42,59.9,56.61,52.69,51.98,51.04,58.03,9,yes,yes,Text books,no,4-6 hrs,Medium,Low
REG03046,Female,8.7,89.1,61.78,60.67,56.88,56.65,55.3,54.26,48.21,47.45,55.15,4,yes,no,Mobile,yes,6-8 hrs,High,Medium
REG03047,Male,4.5,100,56.1,59.97,61.94,62.5,65.59,68.38,70.82,71.39,64.59,4,yes,yes,Mobile,yes,>8 hrs,Medium,Medium
REG03048,Male,4.4,95.7,56.68,56.13,56.26,55.8,58.17,57.9,53.46,52.27,55.83,5,yes,no,Laptops,yes,4-6 hrs,Low,Low
REG03049,Male,5.7,77.8,70.2,68.11,67.43,68.02,70.41,71.67,66.71,63.82,68.3,4,yes,no,"Laptops, Text books",yes,4-6 hrs,High,Medium
REG03050,Male,6.4,70.4,78.7,74.95,75.25,73.58,75.22,73.36,76.65,76.06,75.47,1,yes,no,Mobile,yes,4-6 hrs,Medium,Low
REG03051,Male,6.4,78.8,50.43,47,44.23,47.43,41.64,42.3,36.08,40.41,43.69,8,yes,yes,"Mobile, Text books",no,6-8 hrs,High,Medium
